,Ref,Title,Organization,Team_Name,Mapped_Team
3691,I-334580,CENTREON : The service VPN_SF_DUBAI on SFI-FW-VM4FRAZ-FGTP..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3692,I-334579,CENTREON : The host SFI-FW-FG60E-DUBAI..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3693,I-334554,User unable to sign in to Windows,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3694,I-334545,ProblÃ¨me sur application SAGE XRT pour validation de paiement,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3695,I-334543,PB de connexion validation paiements dans XRT BE,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3696,I-334539,Compte Azure expirÃ©,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3697,I-334516,SSO for Mattia Minonne,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3699,I-334503,Bruit ventilateur,Sefi,[SFI]_IT,[SFI]_IT
3700,I-334494,accÃ¨s Viflow DMS impossible,Sefi,[SFI]_IT,[SFI]_IT
3701,I-334480,Impossible d'ouvrir MS Outlook,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3702,I-334472,Compte utilisateur expirÃ©,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3703,I-334468,Compte SAP verrouillÃ©,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3704,I-334465,Unable to login to Privx,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3706,I-334380,CENTREON : The service Uptime on ltosv0181..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3708,I-334375,Plus accÃ¨s internet au bÃ¢timent F,Sefi,[SFI]_IT,[SFI]_IT
3709,I-334374,CENTREON : The host SFI-FW-FG200E-LTDP..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3711,I-334372,CENTREON : The host ltosv0142..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3713,I-334370,CENTREON : The host ltosvesx03..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3715,I-334368,CENTREON : The host ltosv0088..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3718,I-334365,CENTREON : The host ltosvesx04..info is in state DOWN,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3724,I-334340,ProblÃ¨me pour faire des impression,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3726,I-334245,dysfonctionnement reseau,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3727,I-334229,SAP SSO login bloquÃ©,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3728,I-334223,File Explorer Crashes When Right Clickin,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3729,I-334221,ProblÃ¨me rÃ©seau,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3736,I-333990,CENTREON : The host ltosv0132..info is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
3750,I-333901,PW2~ABAP : ABAP System not available,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
3753,I-333697,CENTREON : The service VPN_SF_DEERFIELD on SFI-FW-VM4FRAZ-FGTP..info is in state CRITICAL,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
3756,I-333519,[Attente smartphone] - Remplacer mobile Huawei,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3757,I-333509,Ethernet non fonctionel,Sefi,[SFI]_IT,[SFI]_IT
3759,I-333474,Probleme de telephone fixe et internet,Sefi,[SFI]_IT,[SFI]_IT
3760,I-333471,DISPARITION DES DOSSIERS DANS LA BOITE MAIL,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3761,I-333462,Bloquer par Cle Bitlocker,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3763,I-333339,CENTREON : The service Swap on ltosv0129..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3767,I-333320,Plus accÃ¨s au rÃ©seau,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3785,I-333274,Panne tÃ©lÃ©phonique,Sefi,[SFI]_IT,[SFI]_IT
3786,I-333272,MFA Logon problem,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3787,I-333261,ProblÃ¨me avec un raccourci de Sharepoint,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3788,I-333255,ProblÃ¨me d'impression pdf,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3789,I-333254,CENTREON : The service Disk-E: on ltosv0118..info is in state CRITICAL,Sefi,[GDC_FR]_AppOps,[GDC_FR]_AppOps
3790,I-333237,CONNEXION IMPOSSIBLE AVEC L'IMPRIMANTE,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3792,I-333087,CENTREON : The host ltosv0100..info is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
3794,I-333043,Plus d'accÃ¨s Ã I:\,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3795,I-333022,L'Ã©cran externe ne se dÃ©tecte pas.,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3796,I-332994,Probleme compte Microsoft,Sefi,[GDC_FR]_AppOps,[GDC_FR]_AppOps
3807,I-332879,Probleme de connexion sur les dossiers partagÃ©s,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3808,I-332863,Passwords not working - Keepeek and ITOP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3809,I-332854,Probleme de connexion sur SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3810,I-332849,Erreur de connexion Outlook,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3811,I-332839,Plus accÃ¨s au rÃ©pertoire rÃ©seaux,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3812,I-332830,Pas de connexion WIFI sur ordinateur portable et smartphone au Bat F / Ã©tage.,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3813,I-332814,CENTREON : The service Cpu on ltosv0077..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3815,I-332779,Plus d'accÃ¨s aux dossiers partagÃ©s,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3817,I-332766,"SAP/Q01, probleme envoi de mail",Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3818,I-332753,ProblÃ¨me de connexion sur le WIFI,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3819,I-332612,CENTREON : The service Memory on ltosv0177..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
3820,I-332549,Souris et clavier,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3821,I-332475,Probleme avec complement sur excel,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3822,I-332472,PC portable ne s'allume plus,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3823,I-332426,ProblÃ¨me pour se connecter au WIFI,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3824,I-332415,TÃ©lÃ©phone HS,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3829,I-331708,Baisse de puissance du rÃ©seau cÃ´tÃ© Giofex France,Sefi,[SFI]_IT,[SFI]_IT
3830,I-331692,Demande de nouvel affichage Comm Tools Order dans BOOSTER,Sefi,[SFI]_IT,[SFI]_IT
3831,I-331669,ProblÃ¨me pour ouvrir l'application Teams,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3833,I-331659,CENTREON : The service Memory on ltosv0162..info is in state CRITICAL,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
3835,I-331538,PLus de fonctionnement souris et clavier,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3836,I-331491,Impossible d'imprimer depuis l'App Esker.,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3837,I-331487,Impossible de se connecter Ã la messagerie aprÃ¨s un changement de mot de passe Windows.,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3838,I-331468,TV bat C ne fonctionne plus,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3840,I-331345,ID utilisateur SAP verrouillÃ©,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3842,I-331308,Pas de connections internet,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3843,I-331299,ProblÃ¨me avec le DECT,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3844,I-331281,pb imprimante SAP CA36 ou CAR_prz24dia bloquÃ©e,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3845,I-331265,Impossible de se connecter au bureau,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3846,I-331258,ZPP28 not longer alculate dry content.,Sefi,[SFI]_SAP,[SFI]_SAP
3847,I-331242,connexion Ã l'imprimante RÃ©seau,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3850,I-331160,Dossier Senec,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3851,I-331154,ProblÃ¨me pour ouvrir des fichiers PDF qui se trouvent sur le rÃ©seau,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3852,I-331133,CENTREON : The service Memory on ltosv0162..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3856,I-330977,Connexion Wifi impossible,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3857,I-330952,intÃ©gration BE - Eric BALLET et Alain TORASSO,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3860,I-330825,Lenteur sur le reseau,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3862,I-330789,Compte AD vÃ©rouiller,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3867,I-330485,PH1 : Disk Usage,Sefi,[GDC_WW]_SAP_BC,[GDC_WW]_SAP_BC
3870,I-330099,ProblÃ¨me pour se connecter Ã Workplace (Teams room),Sefi,[SFI]_IT,[SFI]_IT
3871,I-330074,Sharepoint - https://.sharepoint.com/sites/comiteSFG,Sefi,[SFI]_IT,[SFI]_IT
3872,I-330070,PC fixe HS,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3873,I-330053,ProblÃ¨me avec la camera dans Teams,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3874,I-330036,ProblÃ¨me connexion Wifi,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3875,I-330011,Unable to access Keepeek,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3876,I-329999,Blocage du VPN forti-client Ã 98%,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3881,I-329910,Teams keeps logging out,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3882,I-329894,"PC portable DELL, Ã©cran noir",Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3883,I-329846,Bloquer par bitlocker,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3884,I-329840,Changement souris,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3887,I-329804,CENTREON : The service Disk-U: on ltosv0100..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3888,I-329661,ProblÃ¨me SAP (SNC),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3889,I-329660,ProblÃ¨me pour se connecter Ã ITOP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3891,I-329635,Unable to login Salesforce,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3892,I-329632,2Ã¨me Ã©cran ne fonctionne plus,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3893,I-329622,Connection issue on SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3894,I-329607,Probleme de son,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3897,I-329587,ProblÃ¨me tÃ©lÃ©phone portable,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3900,I-329465,CENTREON : The service Poller-Delay on ltosv0168..info_central is in state CRITICAL,Sefi,[GDC_FR]_Monitoring,[GDC_FR]_Monitoring
3902,I-329354,ProblÃ¨me pour faire une prÃ©sentation PowerPoint via Google Meet,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3903,I-329345,ProblÃ¨me avec l'application Sage eID Sign,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3913,I-329184,Probleme sur MS Excel,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3914,I-329178,ProblÃ¨me sur l'application ADP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3915,I-329174,Can you give VPN acces,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3916,I-329166,ProblÃ¨me de lenteur avec Outlook,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3917,I-329161,dÃ©connexion intempestive et rÃ©guliÃ¨re de One drive,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3918,I-329160,ProbÃ¨me de micro,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3919,I-329138,booster,Sefi,[SFI]_IT,[SFI]_IT
3920,I-329131,mails disparus,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3922,I-329095,ProblÃ¨me d'affichage,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3924,I-329083,Mails disparus du 10 au 17 mars,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3925,I-329052,Installation de logiciel BEXT,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
3926,I-329051,Installation VPN FortiClient,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3927,I-329044,ProblÃ¨me avec l'application Sage (Ã©cran noir) Outlook,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3928,I-329041,Defaut sur Outlook,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3929,I-329037,ProblÃ¨me pour se connecter au session WIndows,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3930,I-329034,ProblÃ¨me de connexion internet WIFI,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3932,I-329023,PLus d'accÃ¨s internet sur son poste,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3941,I-328350,Compte windows verrouillÃ©,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3942,I-328310,ProblÃ¨me SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3943,I-328304,ProblÃ¨me de lenteur rÃ©seau au batiment F,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3944,I-328301,CrÃ©ation session informatique + mail,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3945,I-328295,Probleme sur Adobe Reader,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3947,I-328267,ProblÃ¨me d'Ã©cran,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3951,I-328171,"Connection to ECC Dev, ECC Prod and ECC Qual",Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
3952,I-328125,Problem with MS Outlook,Sefi,[SFI]_IT,[SFI]_IT
3954,I-328061,LENTEUR SUR RESEAU,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3955,I-328058,ProblÃ¨me avec la souris,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3956,I-328054,ProblÃ¨me avec l'ordinateur portable,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3958,I-327940,2 comptes SAP verrouillÃ©s,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3960,I-327920,Plus accÃ¨s au rÃ©seau (internet),Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3961,I-327892,Lenteur sur WIndows,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3962,I-327863,Plus accÃ¨s Ã GTA,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3963,I-327755,Compte Windows bloquer,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3964,I-327736,Plus accÃ¨s Ã l'internet et le telephone ne fonctionne pas,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3965,I-327726,Unable to connect to VPN Forti-Client,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3966,I-327718,[Attente smartphone] - ProblÃ¨me avec telephone portable Samsung,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3967,I-327688,Probleme reseau generale,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3970,I-327682,ProblÃ¨me de rÃ©seau,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3978,I-327672,CENTREON : The host SFI-FW-EGLISAU..info is in state DOWN,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
3979,I-327671,CENTREON : The host SFI-FW-FG200E-LTDP..info is in state DOWN,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
3980,I-327670,CENTREON : The host srv2_..info is in state DOWN,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
3981,I-327669,CENTREON : The host SFI-FW-FG80C-EMMEN..info is in state DOWN,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
3987,I-327663,CENTREON : The host SFI-FW-GIOFEXUK-LTDP..info is in state DOWN,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
3988,I-327662,CENTREON : The host SFI-FW-FG-60F-JAPAN..info is in state DOWN,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
3991,I-327652,Plus d'accÃ¨s au rÃ©pertoire rÃ©seau INTER,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3993,I-327373,CENTREON : The service VPN_SF_ITALIA on SFI-FW-VM4FRAZ-FGTP..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
3995,I-327276,Plus d'accÃ¨s au VPN,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3996,I-327248,CENTREON : The host myprofile..com is in state DOWN,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
3997,I-327243,ProblÃ¨me pour se connecter Ã SAP en tÃ©lÃ©travail,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
3999,I-327115,Probleme avec MS Outlook,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4000,I-327098,Probleme sur Guest,Sefi,[SFI]_IT,[SFI]_IT
4002,I-327077,CENTREON : The service Swap on ltosv0167..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
4004,I-327065,"NOUS NE RECEVONS PLUS LES DOCUMENTS DE SAP ET BEXT (confirmations de commandes , factures ..... )",Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
4005,I-327037,ProblÃ¨me de connexion rÃ©seau et messagerie sur cinq nouvel ordinateur,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4006,I-327027,ProblÃ¨me pour se connecter sur Outlook depuis le tÃ©lÃ©phone Pro,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4007,I-327021,Bug dans SAP et Boite Mail,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4008,I-327019,Dysfonctionnement rÃ©seau + VPN en TT,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4011,I-326979,CENTREON : The service Cpu on apac-srv-ad01..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
4015,I-326852,CENTREON : The service Swap on ltosv0118..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
4017,I-326813,PC Visiteuse V0 HS,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4018,I-326801,problÃ¨me d'impression Follow,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4019,I-326782,ProblÃ¨me avec Barco,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4020,I-326662,CENTREON : The service Backup-Data on ltosv0104..info_DT2_DH1 is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
4021,I-326638,CENTREON : The service Ping on SFI-FW-Verseidag-FG-60E..info is in state CRITICAL,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
4022,I-326637,CENTREON : The service Ping on ltosvesx02..info is in state CRITICAL,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
4023,I-326636,CENTREON : The service Ping on apac-srv-ad01..info is in state CRITICAL,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
4024,I-326635,CENTREON : The service Ping on ltosv0087..info is in state CRITICAL,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
4025,I-326634,CENTREON : The service Ping on SFI-FW-EGLISAU..info is in state CRITICAL,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
4026,I-326628,CENTREON : The service Ping on ltosv0102..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
4027,I-326627,CENTREON : The service Ping on SFI-FW-FG81F-US..info is in state CRITICAL,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
4028,I-326625,CENTREON : The service Ping on ltosv0137..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
4029,I-326624,CENTREON : The service Ping on ltosv0088..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
4030,I-326623,CENTREON : The service Ping on SFI-FW-FG60E-DUBAI..info is in state CRITICAL,Sefi,[GDC_FR]_SecOps,[GDC_FR]_SecOps
4031,I-326621,CENTREON : The service Ping on SFI-FW-FG-60F-JAPAN..info is in state CRITICAL,Sefi,[GDC_WW]_OneOps,[GDC_WW]_OneOps
4033,I-326618,CENTREON : The service Ping on apac-srv-sage01..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
4034,I-326593,ProblÃ¨me pour faire des impressions sur l'imprimante BatE-CI2M,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4037,I-326572,CENTREON : The service Disk-/opt/logs on ltosv0139..info is in state CRITICAL,Sefi,[GDC_WW]_ITOps - GDU_Infra_2,[GDC_WW]_ITOps - GDU_Infra_2
4038,I-326477,Mot de passe verrouillÃ©,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4039,I-326475,Probleme a se connecter sur le wifi,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4040,I-326461,ProblÃ¨me de rÃ©seaux sur SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4041,I-326457,Impossible de sauvegarder un fichier Word et de fermer l'application SAP,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
4042,I-326439,Plus accÃ¨s au rÃ©pertoire rÃ©seau aprÃ¨s avoir changÃ© le mot de passe Windows,Sefi,[GDC_FR]_Helpdesk_Sefi,[GDC_FR]_Helpdesk_Sefi
